               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 165,            0.038223,            0.093006,                   0,             0.99501,              0.9832,             0.99423,             0.75811,            0.034785,            0.090385,                   0,          0.00067528,          0.00067528,          0.00067528
                 166,            0.038101,            0.093534,                   0,             0.99596,             0.97411,             0.99315,             0.75044,            0.035252,             0.09883,                   0,           0.0006733,           0.0006733,           0.0006733
                 167,            0.037194,            0.096522,                   0,               0.996,             0.98464,             0.99469,             0.75454,            0.034185,            0.091653,                   0,          0.00067132,          0.00067132,          0.00067132
                 168,            0.038456,             0.09338,                   0,             0.99187,             0.96481,             0.98984,             0.75423,            0.034501,            0.088115,                   0,          0.00066934,          0.00066934,          0.00066934
                 169,            0.037785,            0.094307,                   0,             0.99111,             0.98419,             0.99229,             0.74419,            0.034596,            0.090256,                   0,          0.00066736,          0.00066736,          0.00066736
                 170,            0.038198,            0.094508,                   0,              0.9916,             0.98123,             0.99246,             0.76273,            0.033966,            0.087247,                   0,          0.00066538,          0.00066538,          0.00066538
                 171,            0.036668,            0.093877,                   0,             0.99353,             0.97727,             0.99411,             0.75748,            0.034032,            0.089484,                   0,           0.0006634,           0.0006634,           0.0006634
                 172,            0.036423,            0.092122,                   0,             0.98591,             0.96813,             0.98973,             0.75358,            0.035883,            0.094332,                   0,          0.00066142,          0.00066142,          0.00066142
                 173,            0.037522,            0.093432,                   0,             0.99004,             0.98258,             0.99447,             0.76152,            0.034918,            0.090139,                   0,          0.00065944,          0.00065944,          0.00065944
                 174,            0.037998,            0.090947,                   0,             0.99396,             0.97494,             0.99162,             0.75291,            0.035667,            0.089467,                   0,          0.00065746,          0.00065746,          0.00065746
                 175,            0.036292,            0.089783,                   0,             0.99262,             0.98123,             0.99255,             0.76044,            0.033985,            0.087018,                   0,          0.00065548,          0.00065548,          0.00065548
                 176,            0.035488,            0.090904,                   0,             0.99589,             0.98617,             0.99444,             0.76613,              0.0335,            0.088136,                   0,           0.0006535,           0.0006535,           0.0006535
                 177,            0.035802,            0.087274,                   0,             0.99594,             0.98913,             0.99448,             0.75875,            0.033729,            0.089592,                   0,          0.00065152,          0.00065152,          0.00065152
                 178,            0.036091,             0.08904,                   0,             0.99243,             0.97826,             0.99221,             0.75882,            0.034187,            0.087878,                   0,          0.00064954,          0.00064954,          0.00064954
                 179,            0.036024,            0.087429,                   0,             0.99307,             0.99168,             0.99459,             0.77048,            0.033516,            0.086325,                   0,          0.00064756,          0.00064756,          0.00064756
                 180,            0.034736,            0.087728,                   0,              0.9945,             0.98518,             0.99317,             0.75278,            0.034684,            0.087066,                   0,          0.00064558,          0.00064558,          0.00064558
                 181,            0.036259,            0.086675,                   0,             0.99296,             0.97543,             0.99434,             0.77272,            0.033054,             0.08625,                   0,           0.0006436,           0.0006436,           0.0006436
                 182,            0.034826,             0.08967,                   0,             0.99498,             0.97872,             0.99362,             0.76373,            0.033681,            0.090957,                   0,          0.00064162,          0.00064162,          0.00064162
                 183,            0.035892,            0.084221,                   0,             0.99498,              0.9801,             0.99396,             0.77075,            0.033337,            0.087999,                   0,          0.00063964,          0.00063964,          0.00063964
                 184,            0.034838,            0.083897,                   0,             0.99309,             0.99384,             0.99477,             0.77439,            0.033216,            0.087318,                   0,          0.00063766,          0.00063766,          0.00063766
                 185,            0.034037,            0.084771,                   0,             0.99601,             0.98684,              0.9947,              0.7746,            0.033231,            0.087331,                   0,          0.00063568,          0.00063568,          0.00063568
                 186,            0.035177,            0.084911,                   0,             0.99499,             0.98136,             0.99465,             0.77883,            0.033026,            0.088562,                   0,           0.0006337,           0.0006337,           0.0006337
                 187,            0.034705,            0.086651,                   0,              0.9947,             0.99111,             0.99481,             0.77965,            0.032946,            0.087152,                   0,          0.00063172,          0.00063172,          0.00063172
                 188,            0.035432,            0.089155,                   0,             0.99501,             0.98614,              0.9925,             0.76371,            0.033157,            0.092158,                   0,          0.00062974,          0.00062974,          0.00062974
                 189,             0.03474,            0.087811,                   0,             0.99501,             0.98522,             0.99485,             0.75976,             0.03384,            0.090277,                   0,          0.00062776,          0.00062776,          0.00062776
                 190,            0.035124,            0.090745,                   0,             0.99268,             0.98024,             0.99241,             0.75858,            0.034904,             0.08857,                   0,          0.00062578,          0.00062578,          0.00062578
                 191,            0.035704,             0.08849,                   0,             0.99553,             0.98419,             0.99231,              0.7659,            0.033597,            0.086859,                   0,           0.0006238,           0.0006238,           0.0006238
                 192,            0.035123,            0.090194,                   0,             0.99203,             0.98352,             0.99417,              0.7626,            0.033335,            0.088069,                   0,          0.00062182,          0.00062182,          0.00062182
                 193,            0.035209,            0.088422,                   0,             0.99603,             0.99254,             0.99473,             0.76011,            0.033078,            0.092555,                   0,          0.00061984,          0.00061984,          0.00061984
                 194,            0.035743,            0.086614,                   0,             0.99557,             0.98913,             0.99485,             0.76514,            0.033816,            0.089467,                   0,          0.00061786,          0.00061786,          0.00061786
                 195,             0.03629,            0.087973,                   0,             0.99502,             0.98221,             0.99394,             0.76414,            0.033539,            0.088624,                   0,          0.00061588,          0.00061588,          0.00061588
                 196,            0.035189,            0.087833,                   0,             0.99398,             0.97849,             0.99272,              0.7682,            0.033486,            0.088495,                   0,           0.0006139,           0.0006139,           0.0006139
                 197,            0.035905,             0.08664,                   0,             0.99376,              0.9753,              0.9939,             0.76002,             0.03442,            0.090285,                   0,          0.00061192,          0.00061192,          0.00061192
                 198,            0.035756,            0.086938,                   0,               0.996,             0.98516,             0.99236,             0.77101,            0.033666,            0.089221,                   0,          0.00060994,          0.00060994,          0.00060994
                 199,            0.035695,            0.089221,                   0,             0.98908,             0.98492,             0.99386,             0.76228,            0.033437,            0.092175,                   0,          0.00060796,          0.00060796,          0.00060796
                 200,            0.036103,            0.088244,                   0,             0.99565,             0.98518,             0.99432,             0.75963,            0.034303,            0.086764,                   0,          0.00060598,          0.00060598,          0.00060598
                 201,            0.036424,            0.086939,                   0,             0.99503,             0.98925,             0.99483,             0.77244,            0.033321,            0.085088,                   0,            0.000604,            0.000604,            0.000604
                 202,            0.035326,            0.086617,                   0,               0.998,             0.98824,             0.99496,             0.77672,             0.03331,            0.088353,                   0,          0.00060202,          0.00060202,          0.00060202
                 203,            0.035214,            0.087617,                   0,             0.99737,             0.97727,              0.9933,             0.77041,            0.032977,            0.088837,                   0,          0.00060004,          0.00060004,          0.00060004
                 204,            0.035737,            0.083658,                   0,               0.993,             0.98105,              0.9946,             0.75035,            0.034326,            0.092525,                   0,          0.00059806,          0.00059806,          0.00059806
                 205,            0.035529,            0.085605,                   0,             0.99272,             0.99209,             0.99474,             0.77809,            0.032792,            0.085113,                   0,          0.00059608,          0.00059608,          0.00059608
                 206,            0.034771,            0.087832,                   0,             0.99302,             0.98441,             0.99418,             0.77241,            0.033347,             0.08784,                   0,           0.0005941,           0.0005941,           0.0005941
                 207,            0.036111,            0.087861,                   0,             0.99301,             0.98235,             0.99231,             0.75986,            0.033764,            0.090857,                   0,          0.00059212,          0.00059212,          0.00059212
                 208,            0.036409,            0.084946,                   0,             0.99395,             0.98518,             0.99426,             0.77573,            0.033624,            0.088708,                   0,          0.00059014,          0.00059014,          0.00059014
                 209,            0.035963,            0.083055,                   0,             0.99098,             0.97718,             0.99275,             0.77542,            0.033076,            0.086872,                   0,          0.00058816,          0.00058816,          0.00058816
                 210,            0.034804,            0.083938,                   0,              0.9937,             0.99111,             0.99485,             0.77585,            0.033432,            0.087615,                   0,          0.00058618,          0.00058618,          0.00058618
                 211,            0.035538,            0.081797,                   0,             0.99601,             0.98679,             0.99469,             0.76843,            0.033438,            0.090314,                   0,           0.0005842,           0.0005842,           0.0005842
                 212,            0.035418,            0.084728,                   0,             0.99131,             0.98715,              0.9946,             0.77031,            0.033109,            0.088245,                   0,          0.00058222,          0.00058222,          0.00058222
                 213,             0.03641,            0.085945,                   0,              0.9872,             0.99042,             0.99465,             0.75437,            0.033885,            0.090314,                   0,          0.00058024,          0.00058024,          0.00058024
                 214,            0.034256,            0.085036,                   0,             0.99336,             0.97925,             0.99218,             0.77368,            0.033144,            0.087694,                   0,          0.00057826,          0.00057826,          0.00057826
                 215,            0.034623,            0.084943,                   0,             0.99304,             0.98624,             0.99259,             0.77171,            0.032618,            0.087813,                   0,          0.00057628,          0.00057628,          0.00057628
                 216,            0.034733,            0.082873,                   0,             0.99541,             0.98419,             0.99259,             0.77439,            0.032559,            0.086323,                   0,           0.0005743,           0.0005743,           0.0005743
                 217,            0.035663,             0.08397,                   0,               0.998,             0.98463,              0.9934,             0.77536,            0.032884,             0.08648,                   0,          0.00057232,          0.00057232,          0.00057232
                 218,             0.03508,            0.087526,                   0,             0.99371,             0.98221,             0.99456,             0.77526,            0.033036,            0.088674,                   0,          0.00057034,          0.00057034,          0.00057034
                 219,            0.034534,            0.088106,                   0,             0.99501,             0.98485,             0.99476,             0.77273,            0.032891,            0.091783,                   0,          0.00056836,          0.00056836,          0.00056836
                 220,            0.034691,            0.088553,                   0,             0.99345,             0.99209,             0.99482,             0.77424,            0.033096,            0.088241,                   0,          0.00056638,          0.00056638,          0.00056638
                 221,            0.034721,            0.087002,                   0,             0.99098,             0.97748,              0.9925,             0.77443,            0.032544,            0.087154,                   0,           0.0005644,           0.0005644,           0.0005644
                 222,            0.034123,            0.084794,                   0,             0.99497,             0.97651,             0.99249,              0.7802,            0.032728,            0.086113,                   0,          0.00056242,          0.00056242,          0.00056242
                 223,            0.036385,            0.087743,                   0,             0.99315,             0.98024,             0.99362,             0.76411,            0.033729,            0.096702,                   0,          0.00056044,          0.00056044,          0.00056044
                 224,            0.035365,            0.086878,                   0,             0.99278,              0.9832,             0.99462,             0.75447,            0.034624,            0.089213,                   0,          0.00055846,          0.00055846,          0.00055846
                 225,            0.034769,            0.082199,                   0,             0.99599,             0.98185,             0.99291,             0.76865,             0.03309,            0.088533,                   0,          0.00055648,          0.00055648,          0.00055648
                 226,            0.033549,            0.083309,                   0,             0.99599,             0.98128,              0.9941,             0.78211,            0.032106,            0.086964,                   0,           0.0005545,           0.0005545,           0.0005545
                 227,            0.033117,            0.083191,                   0,             0.99579,             0.99012,             0.99482,             0.78329,            0.032028,            0.087544,                   0,          0.00055252,          0.00055252,          0.00055252
                 228,            0.033846,            0.082713,                   0,             0.99549,             0.98715,             0.99487,             0.77244,            0.032744,            0.092813,                   0,          0.00055054,          0.00055054,          0.00055054
                 229,            0.034349,            0.083578,                   0,             0.99513,             0.98715,             0.99474,              0.7785,            0.032649,            0.088399,                   0,          0.00054856,          0.00054856,          0.00054856
                 230,            0.034486,            0.085793,                   0,             0.99485,             0.99012,             0.99483,             0.77688,            0.032965,            0.089121,                   0,          0.00054658,          0.00054658,          0.00054658
                 231,            0.033955,            0.080798,                   0,             0.99307,             0.99073,             0.99484,             0.77801,            0.032581,            0.089108,                   0,           0.0005446,           0.0005446,           0.0005446
                 232,            0.033989,            0.080986,                   0,               0.996,             0.98368,             0.99278,             0.77656,            0.032327,            0.090498,                   0,          0.00054262,          0.00054262,          0.00054262
                 233,            0.034713,            0.080908,                   0,             0.99361,             0.98518,             0.99248,             0.78013,            0.032666,            0.093327,                   0,          0.00054064,          0.00054064,          0.00054064
                 234,            0.033545,             0.08542,                   0,              0.9951,             0.97628,             0.99226,             0.77383,            0.033139,            0.090435,                   0,          0.00053866,          0.00053866,          0.00053866
                 235,            0.034663,            0.086474,                   0,               0.996,             0.98392,             0.99306,             0.77213,            0.033153,            0.089288,                   0,          0.00053668,          0.00053668,          0.00053668
                 236,            0.033835,            0.085689,                   0,             0.99597,             0.97793,             0.99274,             0.77067,             0.03307,            0.090427,                   0,           0.0005347,           0.0005347,           0.0005347
                 237,            0.033385,            0.083551,                   0,             0.99403,             0.98792,             0.99484,             0.76678,            0.032534,            0.095317,                   0,          0.00053272,          0.00053272,          0.00053272
                 238,            0.033073,             0.08225,                   0,             0.99206,             0.98823,             0.99446,             0.77365,            0.032425,             0.08915,                   0,          0.00053074,          0.00053074,          0.00053074
                 239,            0.033401,            0.081184,                   0,             0.99198,             0.97809,             0.99344,             0.77748,            0.032539,            0.087886,                   0,          0.00052876,          0.00052876,          0.00052876
                 240,            0.033428,            0.082616,                   0,             0.98999,             0.97693,             0.99239,             0.76948,            0.033256,            0.090948,                   0,          0.00052678,          0.00052678,          0.00052678
                 241,            0.032479,            0.080208,                   0,               0.995,             0.98416,             0.99471,             0.77461,            0.032171,            0.089897,                   0,           0.0005248,           0.0005248,           0.0005248
                 242,            0.031762,            0.080201,                   0,             0.99366,             0.98221,             0.99267,             0.77594,            0.032441,            0.090214,                   0,          0.00052282,          0.00052282,          0.00052282
                 243,            0.034022,            0.079696,                   0,             0.99449,             0.98419,             0.99432,             0.78433,            0.032205,            0.088925,                   0,          0.00052084,          0.00052084,          0.00052084
                 244,            0.033863,            0.077173,                   0,             0.99401,             0.98307,             0.99244,             0.78646,            0.032334,            0.089259,                   0,          0.00051886,          0.00051886,          0.00051886
                 245,            0.033271,            0.080179,                   0,             0.99502,             0.98637,             0.99461,              0.7866,            0.031636,             0.08707,                   0,          0.00051688,          0.00051688,          0.00051688
                 246,            0.033327,            0.078509,                   0,             0.99556,             0.98518,             0.99384,             0.78388,            0.032546,            0.089238,                   0,           0.0005149,           0.0005149,           0.0005149
                 247,            0.033586,             0.07971,                   0,             0.99324,             0.98123,             0.99406,              0.7784,            0.032391,            0.090302,                   0,          0.00051292,          0.00051292,          0.00051292
                 248,            0.034635,            0.081716,                   0,             0.99562,             0.98419,             0.99299,             0.77371,            0.032374,            0.090619,                   0,          0.00051094,          0.00051094,          0.00051094
                 249,            0.035305,            0.083106,                   0,               0.996,             0.98519,             0.99259,             0.76959,            0.032626,            0.091645,                   0,          0.00050896,          0.00050896,          0.00050896
                 250,            0.034675,            0.080201,                   0,             0.99509,             0.98024,             0.99315,             0.78073,            0.032372,            0.087882,                   0,          0.00050698,          0.00050698,          0.00050698
                 251,            0.034339,            0.079004,                   0,             0.99407,             0.98221,             0.99417,             0.78481,            0.032533,            0.088351,                   0,            0.000505,            0.000505,            0.000505
                 252,             0.03432,            0.081683,                   0,             0.99536,             0.98024,             0.99425,             0.77687,            0.032516,            0.090043,                   0,          0.00050302,          0.00050302,          0.00050302
                 253,            0.033366,            0.081185,                   0,             0.99302,             0.98419,             0.99464,             0.77519,            0.032872,            0.095358,                   0,          0.00050104,          0.00050104,          0.00050104
                 254,            0.034135,            0.078549,                   0,             0.98706,             0.98017,             0.99418,             0.78527,            0.032142,            0.089889,                   0,          0.00049906,          0.00049906,          0.00049906
                 255,            0.034278,            0.081587,                   0,             0.98913,             0.98867,             0.99457,              0.7843,            0.031801,            0.088528,                   0,          0.00049708,          0.00049708,          0.00049708
                 256,             0.03326,            0.080786,                   0,              0.9871,             0.98321,             0.99394,              0.7798,            0.032626,            0.087231,                   0,           0.0004951,           0.0004951,           0.0004951
                 257,            0.034464,            0.079404,                   0,             0.98576,             0.98617,             0.99453,             0.77603,            0.032649,            0.091758,                   0,          0.00049312,          0.00049312,          0.00049312
                 258,            0.033798,            0.079559,                   0,               0.995,             0.98374,             0.99207,             0.78203,            0.032587,            0.089918,                   0,          0.00049114,          0.00049114,          0.00049114
                 259,             0.03365,            0.079479,                   0,             0.99502,              0.9873,             0.99446,             0.78001,            0.032905,             0.08905,                   0,          0.00048916,          0.00048916,          0.00048916
                 260,            0.033724,            0.078462,                   0,             0.99601,             0.98683,             0.99477,             0.78104,            0.032585,            0.090402,                   0,          0.00048718,          0.00048718,          0.00048718
                 261,             0.03329,            0.080615,                   0,             0.99601,             0.98602,             0.99373,             0.78427,            0.032196,            0.091816,                   0,           0.0004852,           0.0004852,           0.0004852
                 262,            0.033471,            0.081062,                   0,             0.99501,             0.98617,             0.99274,             0.76906,            0.033064,            0.091316,                   0,          0.00048322,          0.00048322,          0.00048322
                 263,            0.033655,            0.076821,                   0,             0.99501,             0.98433,             0.99253,             0.77426,            0.032219,             0.08875,                   0,          0.00048124,          0.00048124,          0.00048124
                 264,            0.032591,            0.077501,                   0,             0.99301,             0.98293,             0.99282,              0.7846,            0.031675,            0.088124,                   0,          0.00047926,          0.00047926,          0.00047926
                 265,            0.032951,            0.078475,                   0,             0.99106,             0.98563,             0.99263,             0.78487,            0.031822,            0.087126,                   0,          0.00047728,          0.00047728,          0.00047728
                 266,             0.03424,            0.080778,                   0,             0.99501,             0.98493,             0.99249,             0.78067,             0.03237,            0.091799,                   0,           0.0004753,           0.0004753,           0.0004753
                 267,            0.034034,             0.07934,                   0,             0.99601,             0.98615,             0.99395,             0.78141,             0.03247,            0.090806,                   0,          0.00047332,          0.00047332,          0.00047332
                 268,            0.033722,            0.077792,                   0,             0.98908,             0.98435,             0.99388,             0.78973,             0.03182,            0.087811,                   0,          0.00047134,          0.00047134,          0.00047134
                 269,             0.03387,            0.079542,                   0,             0.99164,             0.98814,             0.99341,             0.79337,            0.031721,            0.087427,                   0,          0.00046936,          0.00046936,          0.00046936
                 270,            0.033061,            0.078009,                   0,             0.99304,              0.9873,             0.99486,             0.78547,            0.031678,            0.088249,                   0,          0.00046738,          0.00046738,          0.00046738
                 271,            0.033537,            0.077018,                   0,             0.99404,             0.98819,             0.99487,             0.78654,            0.031843,            0.090502,                   0,           0.0004654,           0.0004654,           0.0004654
                 272,            0.032177,            0.079344,                   0,             0.99391,             0.98913,             0.99478,             0.78423,            0.032206,            0.089188,                   0,          0.00046342,          0.00046342,          0.00046342
                 273,            0.033274,            0.080858,                   0,             0.99296,             0.99012,             0.99479,             0.78392,            0.032297,            0.090393,                   0,          0.00046144,          0.00046144,          0.00046144
                 274,            0.033144,            0.077777,                   0,             0.99308,              0.9927,             0.99475,             0.78525,            0.032022,            0.086851,                   0,          0.00045946,          0.00045946,          0.00045946
                 275,            0.032172,            0.081485,                   0,             0.99502,             0.98774,             0.99256,             0.78512,            0.031748,            0.087152,                   0,          0.00045748,          0.00045748,          0.00045748
                 276,            0.033382,            0.077868,                   0,             0.99456,             0.98419,             0.99249,             0.78176,            0.031914,            0.088382,                   0,           0.0004555,           0.0004555,           0.0004555
                 277,            0.032696,             0.07948,                   0,             0.99369,             0.98715,             0.99246,             0.78109,            0.031887,            0.087719,                   0,          0.00045352,          0.00045352,          0.00045352
                 278,             0.03286,            0.079234,                   0,              0.9955,             0.98617,             0.99235,             0.78007,            0.031886,            0.089674,                   0,          0.00045154,          0.00045154,          0.00045154
                 279,             0.03223,            0.078493,                   0,             0.99594,             0.98913,             0.99473,             0.78527,            0.031442,            0.089158,                   0,          0.00044956,          0.00044956,          0.00044956
                 280,            0.032233,            0.080914,                   0,             0.99386,             0.98419,             0.99224,              0.7803,            0.031986,            0.090823,                   0,          0.00044758,          0.00044758,          0.00044758
                 281,            0.032851,            0.078933,                   0,             0.99304,             0.98721,             0.99478,              0.7873,            0.031924,            0.087481,                   0,           0.0004456,           0.0004456,           0.0004456
                 282,            0.034199,            0.078238,                   0,             0.99283,             0.98617,             0.99252,             0.78523,            0.031595,             0.08785,                   0,          0.00044362,          0.00044362,          0.00044362
                 283,            0.034102,            0.079514,                   0,             0.99303,             0.98503,             0.99393,             0.78444,             0.03189,            0.089609,                   0,          0.00044164,          0.00044164,          0.00044164
                 284,            0.033539,            0.078122,                   0,             0.99303,             0.98532,             0.99425,             0.77696,            0.031877,            0.089918,                   0,          0.00043966,          0.00043966,          0.00043966
                 285,            0.032731,            0.076985,                   0,             0.99525,             0.99012,             0.99483,             0.78818,            0.031609,            0.088679,                   0,          0.00043768,          0.00043768,          0.00043768
                 286,            0.032645,            0.075629,                   0,              0.9921,             0.99291,             0.99478,             0.78614,            0.031679,            0.089467,                   0,           0.0004357,           0.0004357,           0.0004357
                 287,            0.032657,            0.078169,                   0,             0.99208,             0.99036,             0.99469,             0.77696,            0.032055,            0.090948,                   0,          0.00043372,          0.00043372,          0.00043372
                 288,            0.032556,            0.078174,                   0,             0.99206,              0.9871,             0.99411,             0.77959,            0.032136,            0.090548,                   0,          0.00043174,          0.00043174,          0.00043174
                 289,            0.033455,            0.077329,                   0,             0.99313,             0.99407,             0.99479,             0.78608,            0.031854,              0.0891,                   0,          0.00042976,          0.00042976,          0.00042976
                 290,            0.033258,            0.079158,                   0,             0.99307,             0.99053,             0.99485,             0.78589,             0.03213,            0.089893,                   0,          0.00042778,          0.00042778,          0.00042778
                 291,            0.032576,            0.078858,                   0,             0.99303,             0.99506,             0.99487,             0.78177,            0.032046,            0.091595,                   0,           0.0004258,           0.0004258,           0.0004258
                 292,            0.032217,            0.074331,                   0,             0.99189,             0.99012,             0.99481,             0.77873,            0.032482,            0.093368,                   0,          0.00042382,          0.00042382,          0.00042382
                 293,            0.032843,            0.077376,                   0,             0.99204,             0.98504,              0.9926,             0.78134,            0.032247,            0.095805,                   0,          0.00042184,          0.00042184,          0.00042184
                 294,            0.031855,            0.077962,                   0,             0.99342,             0.98715,             0.99468,             0.78412,             0.03217,            0.091466,                   0,          0.00041986,          0.00041986,          0.00041986
                 295,            0.032436,            0.076435,                   0,             0.99325,             0.98913,             0.99444,             0.78254,            0.031793,            0.088704,                   0,          0.00041788,          0.00041788,          0.00041788
                 296,            0.031542,            0.076922,                   0,             0.99285,             0.99209,             0.99422,             0.78781,            0.031695,            0.089884,                   0,           0.0004159,           0.0004159,           0.0004159
                 297,             0.03273,            0.074781,                   0,             0.99453,             0.98715,             0.99474,             0.78525,            0.031994,            0.092288,                   0,          0.00041392,          0.00041392,          0.00041392
                 298,            0.032493,            0.076336,                   0,             0.99457,             0.98913,             0.99423,               0.788,            0.031688,            0.091595,                   0,          0.00041194,          0.00041194,          0.00041194
                 299,            0.032105,            0.078354,                   0,             0.99305,             0.98898,             0.99451,             0.78216,            0.031714,            0.089818,                   0,          0.00040996,          0.00040996,          0.00040996
                 300,            0.032749,            0.075591,                   0,             0.99403,             0.98748,             0.99459,             0.79191,            0.031634,            0.086484,                   0,          0.00040798,          0.00040798,          0.00040798
                 301,            0.033832,            0.074397,                   0,             0.99189,              0.9832,             0.99239,             0.78596,            0.031829,            0.088439,                   0,            0.000406,            0.000406,            0.000406
                 302,            0.032613,            0.075615,                   0,             0.99011,             0.98958,             0.99441,              0.7815,            0.032146,            0.090201,                   0,          0.00040402,          0.00040402,          0.00040402
                 303,            0.031888,            0.076371,                   0,             0.99037,             0.98913,             0.99415,             0.77966,            0.032245,            0.092246,                   0,          0.00040204,          0.00040204,          0.00040204
                 304,            0.033224,            0.072901,                   0,             0.99307,             0.99104,             0.99446,             0.78272,            0.032115,             0.09066,                   0,          0.00040006,          0.00040006,          0.00040006
                 305,            0.032876,            0.074056,                   0,             0.99304,             0.98696,             0.99324,             0.78108,            0.031775,            0.092021,                   0,          0.00039808,          0.00039808,          0.00039808
                 306,            0.031972,             0.07608,                   0,             0.99423,             0.98123,              0.9923,             0.78229,            0.031639,            0.089939,                   0,           0.0003961,           0.0003961,           0.0003961
                 307,            0.032833,             0.07361,                   0,             0.99304,             0.98687,             0.99393,             0.77966,            0.031954,            0.092505,                   0,          0.00039412,          0.00039412,          0.00039412
                 308,            0.032647,            0.075749,                   0,             0.99303,             0.98519,             0.99386,             0.78021,            0.031674,            0.092171,                   0,          0.00039214,          0.00039214,          0.00039214
                 309,            0.032336,              0.0764,                   0,              0.9949,             0.98419,             0.99305,             0.77803,            0.032043,            0.091353,                   0,          0.00039016,          0.00039016,          0.00039016
                 310,            0.032447,            0.074582,                   0,             0.98969,             0.98913,             0.99423,              0.7867,             0.03161,            0.089955,                   0,          0.00038818,          0.00038818,          0.00038818
                 311,            0.031807,            0.078044,                   0,             0.99602,             0.98884,             0.99436,             0.78303,            0.031611,            0.092396,                   0,           0.0003862,           0.0003862,           0.0003862
                 312,            0.033432,            0.074963,                   0,             0.99587,             0.98617,             0.99235,             0.78225,            0.031709,            0.090848,                   0,          0.00038422,          0.00038422,          0.00038422
                 313,            0.031756,            0.080769,                   0,             0.99308,             0.99202,             0.99436,             0.78298,            0.032206,            0.089208,                   0,          0.00038224,          0.00038224,          0.00038224
                 314,            0.033459,            0.076501,                   0,             0.99108,             0.98833,             0.99435,             0.77191,            0.032829,            0.094219,                   0,          0.00038026,          0.00038026,          0.00038026
                 315,             0.03296,             0.07541,                   0,             0.99203,             0.98814,             0.99297,             0.77721,            0.032237,             0.09331,                   0,          0.00037828,          0.00037828,          0.00037828
                 316,            0.031772,            0.074647,                   0,             0.99109,             0.98875,             0.99413,             0.78472,            0.031955,            0.093045,                   0,           0.0003763,           0.0003763,           0.0003763
                 317,            0.032851,             0.07303,                   0,              0.9915,             0.98617,             0.99381,             0.78397,            0.031859,            0.091747,                   0,          0.00037432,          0.00037432,          0.00037432
                 318,            0.032607,            0.074441,                   0,             0.99204,             0.98492,             0.99384,             0.78401,            0.031968,            0.091712,                   0,          0.00037234,          0.00037234,          0.00037234
                 319,            0.032516,            0.075233,                   0,             0.99303,             0.98485,              0.9921,             0.78437,            0.032354,            0.092388,                   0,          0.00037036,          0.00037036,          0.00037036
                 320,            0.031886,            0.073662,                   0,             0.99261,             0.98617,             0.99276,             0.78359,            0.032094,            0.091683,                   0,          0.00036838,          0.00036838,          0.00036838
                 321,            0.032603,            0.075302,                   0,             0.99276,             0.98419,             0.99179,             0.78585,            0.032027,            0.091583,                   0,           0.0003664,           0.0003664,           0.0003664
                 322,            0.031454,            0.075556,                   0,             0.99263,             0.98419,             0.99168,             0.78697,            0.032015,            0.091524,                   0,          0.00036442,          0.00036442,          0.00036442
                 323,            0.032788,            0.075468,                   0,             0.99202,             0.98223,             0.99222,             0.78306,            0.032133,            0.093606,                   0,          0.00036244,          0.00036244,          0.00036244
                 324,            0.031458,             0.07306,                   0,             0.99206,             0.98814,             0.99266,             0.78459,            0.031747,            0.091505,                   0,          0.00036046,          0.00036046,          0.00036046
                 325,            0.032764,            0.072589,                   0,             0.99206,             0.98738,             0.99421,             0.78519,            0.031364,             0.09066,                   0,          0.00035848,          0.00035848,          0.00035848
                 326,            0.032201,            0.073843,                   0,             0.99154,             0.98617,             0.99206,             0.78497,            0.031521,            0.092784,                   0,           0.0003565,           0.0003565,           0.0003565
                 327,            0.032197,            0.073433,                   0,             0.99199,             0.98715,             0.99224,              0.7819,            0.031765,            0.094418,                   0,          0.00035452,          0.00035452,          0.00035452
                 328,            0.031986,            0.073592,                   0,             0.99201,             0.98194,             0.99196,             0.78409,            0.031998,            0.092747,                   0,          0.00035254,          0.00035254,          0.00035254
                 329,             0.03192,            0.073425,                   0,             0.99202,             0.98518,             0.99444,             0.78057,            0.031697,            0.091916,                   0,          0.00035056,          0.00035056,          0.00035056
                 330,            0.031353,            0.072344,                   0,             0.99204,             0.98566,              0.9942,             0.78236,            0.031868,            0.091197,                   0,          0.00034858,          0.00034858,          0.00034858
                 331,            0.030417,            0.074063,                   0,             0.99163,             0.98221,             0.99247,              0.7846,            0.031834,            0.089536,                   0,           0.0003466,           0.0003466,           0.0003466
                 332,            0.030877,            0.073021,                   0,             0.99109,             0.98927,             0.99471,             0.78515,            0.031597,            0.089801,                   0,          0.00034462,          0.00034462,          0.00034462
                 333,            0.031172,             0.07456,                   0,             0.99124,             0.99111,             0.99473,             0.78531,            0.031317,             0.08992,                   0,          0.00034264,          0.00034264,          0.00034264
                 334,            0.031263,            0.072095,                   0,             0.99206,             0.99012,             0.99473,             0.78734,            0.031576,             0.08809,                   0,          0.00034066,          0.00034066,          0.00034066
                 335,            0.031728,            0.074531,                   0,             0.99207,              0.9889,             0.99461,             0.78157,            0.032097,            0.089826,                   0,          0.00033868,          0.00033868,          0.00033868
